"Time of Day","Lap","Lap Tm","Speed","S1","S1 Tm","S2","S2 Tm","S3","S3 Tm","SPT","SPT Tm"
33 - NELSON PIQUET JR - Stock Car Pro
"14:01:53.929","16","1:21.750","146,642","0,0","25.394","0,0","20.134","0,0","36.222","206,5","0.556"
21 - THIAGO CAMILO - Stock Car Pro
"13:37:29.997","1","1:37.975","122,358","","","0,0","22.936","0,0","40.047","",""
"13:38:53.983","2","1:23.986","142,738","0,0","26.079","0,0","20.954","0,0","36.953","204,7","0.561"
"13:40:25.905","3","1:31.922","130,415","0,0","27.119","0,0","22.626","0,0","42.177","208,0","0.552"
"13:41:49.203","4","1:23.298","143,917","0,0","25.709","0,0","20.561","0,0","37.028","206,5","0.556"
"13:45:46.100","5","3:56.897","50,604","0,0","25.755","0,0","20.690","","","206,9","0.555"
"13:47:21.134","6","1:35.034","126,144","","","0,0","22.363","0,0","40.310","",""
"13:48:46.955","7","1:25.821","139,686","0,0","27.436","0,0","21.092","0,0","37.293","162,0","0.709"
"13:50:09.414","8","1:22.459","145,381","0,0","25.485","0,0","20.513","0,0","36.461","205,8","0.558"
"13:55:19.039","9","5:09.625","38,718","0,0","25.514","0,0","20.449","","","206,5","0.556"
"13:56:51.235","10","1:32.196","130,027","","","0,0","22.406","0,0","38.372","",""
"14:00:11.442","11","3:20.207","59,878","0,0","25.505","0,0","20.425","","","205,4","0.559"
"14:01:46.010","12","1:34.568","126,766","","","0,0","22.417","0,0","40.260","",""
"14:03:11.236","13","1:25.226","140,661","0,0","26.425","0,0","21.107","0,0","37.694","205,1","0.560"
"14:04:33.211","14","1:21.975","146,240","0,0","25.517","0,0","20.287","0,0","36.171","207,7","0.553"
"14:05:54.995","15","1:21.784","146,581","0,0","25.286","0,0","20.160","0,0","36.338","207,3","0.554"
80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie
"13:36:50.951","1","1:34.132","127,353","","","0,0","22.664","0,0","38.741","",""
"13:38:16.999","2","1:26.048","139,318","0,0","26.841","0,0","21.599","0,0","37.608","200,1","0.574"
"13:39:40.640","3","1:23.641","143,327","0,0","25.978","0,0","20.819","0,0","36.844","207,3","0.554"
"13:41:04.275","4","1:23.635","143,337","0,0","26.044","0,0","20.690","0,0","36.901","206,9","0.555"
"13:42:33.192","5","1:28.917","134,822","0,0","27.254","0,0","22.692","0,0","38.971","207,3","0.554"
"13:43:56.374","6","1:23.182","144,118","0,0","25.812","0,0","20.622","0,0","36.748","207,7","0.553"
"13:45:24.219","7","1:27.845","136,468","0,0","25.993","0,0","22.903","0,0","38.949","207,3","0.554"
"13:52:02.179","8","6:37.960","30,124","0,0","26.061","0,0","21.448","","","207,7","0.553"
"13:53:36.620","9","1:34.441","126,936","","","0,0","22.121","0,0","37.546","",""
"13:55:01.985","10","1:25.365","140,432","0,0","27.446","0,0","20.955","0,0","36.964","204,0","0.563"
"13:56:23.950","11","1:21.965","146,258","0,0","25.433","0,0","20.344","0,0","36.188","208,0","0.552"
"13:57:45.778","12","1:21.828","146,502","0,0","25.341","0,0","20.260","0,0","36.227","208,0","0.552"
"13:59:24.122","13","1:38.344","121,899","0,0","29.942","0,0","27.148","0,0","41.254","208,8","0.550"
"14:00:50.261","14","1:26.139","139,170","0,0","25.389","0,0","20.849","0,0","39.901","209,9","0.547"
90 - RICARDO MAURICIO - Stock Car Pro
"13:37:25.016","1","1:37.674","122,735","","","0,0","21.663","0,0","39.569","",""
"13:38:51.644","2","1:26.628","138,385","0,0","26.592","0,0","21.337","0,0","38.699","203,6","0.564"
"13:40:15.193","3","1:23.549","143,485","0,0","25.985","0,0","20.686","0,0","36.878","204,7","0.561"
"13:41:38.514","4","1:23.321","143,877","0,0","25.911","0,0","20.669","0,0","36.741","204,0","0.563"
"13:43:02.170","5","1:23.656","143,301","0,0","25.802","0,0","20.829","0,0","37.025","205,8","0.558"
"13:49:02.766","6","6:00.596","33,245","0,0","27.533","0,0","21.655","","","204,7","0.561"
"13:50:36.647","7","1:33.881","127,694","","","0,0","20.799","0,0","36.791","",""
"13:52:06.537","8","1:29.890","133,363","0,0","25.818","0,0","20.617","0,0","43.455","204,0","0.563"
"13:53:35.033","9","1:28.496","135,464","0,0","28.997","0,0","21.633","0,0","37.866","204,0","0.563"
"13:56:48.311","10","3:13.278","62,025","0,0","25.784","0,0","20.662","","","204,3","0.562"
"13:58:20.486","11","1:32.175","130,057","","","0,0","21.575","0,0","38.091","",""
"13:59:44.255","12","1:23.769","143,108","0,0","26.489","0,0","20.673","0,0","36.607","200,4","0.573"
"14:01:06.198","13","1:21.943","146,297","0,0","25.509","0,0","20.293","0,0","36.141","206,2","0.557"
"14:02:28.249","14","1:22.051","146,104","0,0","25.497","0,0","20.333","0,0","36.221","205,8","0.558"
"14:03:50.091","15","1:21.842","146,477","0,0","25.388","0,0","20.176","0,0","36.278","207,3","0.554"
111 - RUBENS BARRICHELLO - Stock Car Pro
"13:37:21.383","1","1:35.785","125,155","","","0,0","22.557","0,0","39.076","",""
"13:38:48.065","2","1:26.682","138,299","0,0","26.667","0,0","21.294","0,0","38.721","206,2","0.557"
"13:40:11.671","3","1:23.606","143,387","0,0","25.730","0,0","20.843","0,0","37.033","208,0","0.552"
"13:41:34.843","4","1:23.172","144,135","0,0","25.703","0,0","20.658","0,0","36.811","207,7","0.553"
"13:46:11.082","5","4:36.239","43,397","0,0","27.401","0,0","21.634","","","207,7","0.553"
"13:47:47.570","6","1:36.488","124,243","","","0,0","21.482","0,0","37.627","",""
"13:49:10.447","7","1:22.877","144,648","0,0","25.677","0,0","20.566","0,0","36.634","207,3","0.554"
"13:50:33.372","8","1:22.925","144,564","0,0","25.554","0,0","20.580","0,0","36.791","206,9","0.555"
"13:51:56.215","9","1:22.843","144,707","0,0","25.574","0,0","20.549","0,0","36.720","206,9","0.555"
"13:57:27.583","10","5:31.368","36,177","0,0","28.187","0,0","21.871","","","208,0","0.552"
"13:59:06.873","11","1:39.290","120,737","","","0,0","23.407","0,0","40.056","",""
"14:00:35.155","12","1:28.282","135,792","0,0","26.988","0,0","21.970","0,0","39.324","206,2","0.557"
"14:02:04.134","13","1:28.979","134,728","0,0","29.228","0,0","22.566","0,0","37.185","209,2","0.549"
"14:03:26.000","14","1:21.866","146,434","0,0","25.322","0,0","20.382","0,0","36.162","209,6","0.548"
95 - LUCAS KOHL - Stock Car Pro
"13:02:22.654","1","1:38.400","121,829","","","0,0","24.131","0,0","39.358","",""
"13:03:50.440","2","1:27.786","136,559","0,0","27.386","0,0","21.573","0,0","38.827","200,4","0.573"
"13:05:17.229","3","1:26.789","138,128","0,0","26.592","0,0","21.441","0,0","38.756","200,8","0.572"
"13:06:41.395","4","1:24.166","142,433","0,0","25.943","0,0","21.027","0,0","37.196","207,3","0.554"
"13:08:04.746","5","1:23.351","143,826","0,0","25.940","0,0","20.749","0,0","36.662","206,5","0.556"
"13:14:23.136","6","6:18.390","31,682","0,0","26.386","0,0","21.384","","","208,0","0.552"
"13:16:04.687","7","1:41.551","118,049","","","0,0","24.894","0,0","42.342","",""
"13:17:33.349","8","1:28.662","135,210","0,0","27.526","0,0","23.652","0,0","37.484","202,5","0.567"
"13:18:57.099","9","1:23.750","143,140","0,0","26.262","0,0","21.104","0,0","36.384","199,7","0.575"
"13:20:18.971","10","1:21.872","146,424","0,0","25.368","0,0","20.317","0,0","36.187","207,3","0.554"
"13:23:01.655","11","2:42.684","73,689","0,0","25.345","0,0","26.289","","","206,9","0.555"
"13:24:39.069","12","1:37.414","123,062","","","0,0","23.862","0,0","40.191","",""
"13:26:06.637","13","1:27.568","136,899","0,0","27.878","0,0","21.300","0,0","38.390","158,6","0.724"
"13:27:30.124","14","1:23.487","143,591","0,0","25.953","0,0","20.787","0,0","36.747","202,5","0.567"
30 - CESAR RAMOS - Stock Car Pro
"13:37:00.177","1","1:35.529","125,491","","","0,0","22.688","0,0","38.834","",""
"13:38:25.761","2","1:25.584","140,073","0,0","26.996","0,0","21.264","0,0","37.324","189,2","0.607"
"13:39:58.553","3","1:32.792","129,192","0,0","29.090","0,0","25.033","0,0","38.669","205,1","0.560"
"13:41:22.005","4","1:23.452","143,651","0,0","25.971","0,0","20.711","0,0","36.770","205,4","0.559"
"13:46:45.787","5","5:23.782","37,025","0,0","25.858","0,0","20.589","","","206,5","0.556"
"13:48:17.171","6","1:31.384","131,183","","","0,0","21.698","0,0","38.099","",""
"13:49:41.575","7","1:24.404","142,031","0,0","26.366","0,0","20.726","0,0","37.312","200,1","0.574"
"13:51:04.921","8","1:23.346","143,834","0,0","25.931","0,0","20.716","0,0","36.699","204,0","0.563"
"13:52:28.345","9","1:23.424","143,700","0,0","26.143","0,0","20.587","0,0","36.694","203,6","0.564"
"13:53:51.780","10","1:23.435","143,681","0,0","26.001","0,0","20.611","0,0","36.823","205,4","0.559"
"13:58:03.961","11","4:12.181","47,537","0,0","27.958","0,0","23.312","","","205,1","0.560"
"13:59:40.887","12","1:36.926","123,682","","","0,0","22.918","0,0","40.277","",""
"14:01:04.923","13","1:24.036","142,653","0,0","26.807","0,0","20.882","0,0","36.347","185,5","0.619"
"14:02:27.109","14","1:22.186","145,864","0,0","25.496","0,0","20.324","0,0","36.366","205,8","0.558"
"14:03:49.027","15","1:21.918","146,341","0,0","25.423","0,0","20.135","0,0","36.360","204,7","0.561"
121 - FELIPE BAPTISTA - Stock Car Pro
"13:24:41.466","1","1:49.630","109,350","","","0,0","26.173","0,0","46.171","",""
"13:26:09.537","2","1:28.071","136,117","0,0","26.964","0,0","21.610","0,0","39.497","201,1","0.571"
"13:27:32.020","3","1:22.483","145,339","0,0","25.535","0,0","20.530","0,0","36.418","206,5","0.556"
"13:28:53.955","4","1:21.935","146,311","0,0","25.388","0,0","20.286","0,0","36.261","206,5","0.556"
"13:30:16.513","5","1:22.558","145,207","0,0","25.675","0,0","20.428","0,0","36.455","206,5","0.556"
51 - ATILA ABREU - Stock Car Pro
"13:02:27.583","1","1:38.438","121,782","","","0,0","24.184","0,0","38.892","",""
"13:03:55.256","2","1:27.673","136,735","0,0","27.767","0,0","22.029","0,0","37.877","190,1","0.604"
"13:05:18.909","3","1:23.653","143,306","0,0","25.863","0,0","20.895","0,0","36.895","208,4","0.551"
"13:06:42.142","4","1:23.233","144,029","0,0","25.754","0,0","20.825","0,0","36.654","209,2","0.549"
"13:09:51.225","5","3:09.083","63,401","0,0","25.705","0,0","22.385","","","209,6","0.548"
"13:11:21.086","6","1:29.861","133,406","","","0,0","21.377","0,0","37.154","",""
"13:12:44.345","7","1:23.259","143,984","0,0","25.654","0,0","20.795","0,0","36.810","207,7","0.553"
"13:14:07.538","8","1:23.193","144,099","0,0","25.689","0,0","20.748","0,0","36.756","208,4","0.551"
"13:17:09.168","9","3:01.630","66,002","0,0","26.248","0,0","22.131","","","209,2","0.549"
"13:18:41.165","10","1:31.997","130,309","","","0,0","21.553","0,0","37.358","",""
"13:22:26.544","11","3:45.379","53,190","0,0","25.643","0,0","20.848","","","208,8","0.550"
"13:23:58.875","12","1:32.331","129,837","","","0,0","22.383","0,0","37.958","",""
"13:25:23.904","13","1:25.029","140,987","0,0","26.790","0,0","21.556","0,0","36.683","192,4","0.597"
"13:26:46.046","14","1:22.142","145,942","0,0","25.447","0,0","20.539","0,0","36.156","209,9","0.547"
81 - ARTHUR LEIST - Stock Car Pro
"13:37:54.446","1","1:35.392","125,671","","","0,0","22.974","0,0","39.463","",""
"13:39:21.945","2","1:27.499","137,007","0,0","27.569","0,0","21.883","0,0","38.047","183,7","0.625"
"13:40:45.109","3","1:23.164","144,149","0,0","25.869","0,0","20.605","0,0","36.690","204,7","0.561"
"13:42:08.285","4","1:23.176","144,128","0,0","25.888","0,0","20.629","0,0","36.659","205,1","0.560"
"13:43:33.334","5","1:25.049","140,954","0,0","25.627","0,0","21.683","0,0","37.739","205,4","0.559"
"13:44:56.326","6","1:22.992","144,448","0,0","25.666","0,0","20.551","0,0","36.775","205,4","0.559"
"13:46:19.230","7","1:22.904","144,601","0,0","25.715","0,0","20.455","0,0","36.734","204,7","0.561"
"13:50:00.200","8","3:40.970","54,252","0,0","26.711","0,0","21.589","","","204,7","0.561"
"13:51:30.243","9","1:30.043","133,136","","","0,0","20.827","0,0","37.367","",""
"13:52:53.544","10","1:23.301","143,912","0,0","25.781","0,0","20.601","0,0","36.919","205,1","0.560"
"13:57:32.803","11","4:39.259","42,928","0,0","25.813","0,0","20.823","","","205,4","0.559"
"13:59:07.556","12","1:34.753","126,518","","","0,0","22.936","0,0","38.976","",""
"14:00:38.976","13","1:31.420","131,131","0,0","27.693","0,0","23.555","0,0","40.172","201,5","0.570"
"14:02:01.594","14","1:22.618","145,102","0,0","25.633","0,0","20.485","0,0","36.500","205,1","0.560"
"14:03:24.796","15","1:23.202","144,083","0,0","25.523","0,0","20.246","0,0","37.433","205,1","0.560"
"14:04:46.946","16","1:22.150","145,928","0,0","25.459","0,0","20.176","0,0","36.515","205,8","0.558"
6 - HELIO CASTRONEVES - Stock Car Pro
"13:02:15.935","1","1:42.194","117,306","","","0,0","25.589","0,0","41.703","",""
"13:03:47.443","2","1:31.508","131,005","0,0","27.133","0,0","21.070","0,0","43.305","192,4","0.597"
"13:10:30.235","3","6:42.792","29,762","0,0","26.156","0,0","21.854","","","204,3","0.562"
"13:12:07.106","4","1:36.871","123,752","","","0,0","23.481","0,0","40.573","",""
"13:13:34.138","5","1:27.032","137,742","0,0","27.315","0,0","21.695","0,0","38.022","199,0","0.577"
"13:14:57.237","6","1:23.099","144,262","0,0","25.861","0,0","20.559","0,0","36.679","206,2","0.557"
"13:16:20.225","7","1:22.988","144,455","0,0","25.690","0,0","20.553","0,0","36.745","207,7","0.553"
"13:17:43.184","8","1:22.959","144,505","0,0","25.717","0,0","20.583","0,0","36.659","207,3","0.554"
"13:19:06.203","9","1:23.019","144,401","0,0","25.514","0,0","20.536","0,0","36.969","208,4","0.551"
"13:26:00.815","10","6:54.612","28,914","0,0","25.697","0,0","20.527","","","207,7","0.553"
"13:27:42.255","11","1:41.440","118,178","","","0,0","24.520","0,0","41.656","",""
"13:29:10.472","12","1:28.217","135,892","0,0","29.858","0,0","21.438","0,0","36.921","144,8","0.793"
"13:30:32.731","13","1:22.259","145,735","0,0","25.564","0,0","20.325","0,0","36.370","205,4","0.559"
27 - RENAN GUERRA - Stock Car Pro
"13:01:58.311","1","1:46.019","113,074","","","0,0","27.276","0,0","41.647","",""
"13:03:28.261","2","1:29.950","133,274","0,0","29.394","0,0","22.447","0,0","38.109","171,1","0.671"
"13:04:51.898","3","1:23.637","143,334","0,0","26.189","0,0","20.775","0,0","36.673","205,1","0.560"
"13:06:15.335","4","1:23.437","143,677","0,0","25.794","0,0","20.735","0,0","36.908","205,8","0.558"
"13:07:38.631","5","1:23.296","143,920","0,0","26.004","0,0","20.675","0,0","36.617","205,1","0.560"
"13:09:01.972","6","1:23.341","143,843","0,0","25.784","0,0","20.693","0,0","36.864","206,2","0.557"
"13:10:25.123","7","1:23.151","144,171","0,0","25.871","0,0","20.607","0,0","36.673","206,9","0.555"
"13:18:11.273","8","7:46.150","25,717","0,0","25.855","0,0","21.337","","","206,9","0.555"
"13:19:49.702","9","1:38.429","121,793","","","0,0","23.516","0,0","39.318","",""
"13:21:17.256","10","1:27.554","136,921","0,0","27.667","0,0","21.784","0,0","38.103","199,7","0.575"
"13:22:42.989","11","1:25.733","139,829","0,0","27.578","0,0","21.509","0,0","36.646","185,2","0.620"
"13:24:05.332","12","1:22.343","145,586","0,0","25.506","0,0","20.531","0,0","36.306","206,5","0.556"
"13:25:27.817","13","1:22.485","145,336","0,0","25.580","0,0","20.453","0,0","36.452","206,2","0.557"
10 - RICARDO ZONTA - Stock Car Pro
"13:01:46.151","1","1:35.569","125,438","","","0,0","22.481","0,0","38.495","",""
"13:03:11.135","2","1:24.984","141,062","0,0","26.432","0,0","21.179","0,0","37.373","204,7","0.561"
"13:04:35.856","3","1:24.721","141,500","0,0","26.203","0,0","21.040","0,0","37.478","206,5","0.556"
"13:05:59.968","4","1:24.112","142,524","0,0","26.128","0,0","20.888","0,0","37.096","205,4","0.559"
"13:07:27.816","5","1:27.848","136,463","0,0","26.120","0,0","22.741","0,0","38.987","207,3","0.554"
"13:08:51.611","6","1:23.795","143,063","0,0","25.844","0,0","20.880","0,0","37.071","206,9","0.555"
"13:11:45.542","7","2:53.931","68,924","0,0","25.847","0,0","20.735","","","207,3","0.554"
"13:13:20.923","8","1:35.381","125,685","","","0,0","23.477","0,0","38.724","",""
"13:14:53.857","9","1:32.934","128,995","0,0","30.340","0,0","23.839","0,0","38.755","206,9","0.555"
"13:16:16.521","10","1:22.664","145,021","0,0","25.593","0,0","20.409","0,0","36.662","206,9","0.555"
"13:17:41.106","11","1:24.585","141,727","0,0","25.462","0,0","20.366","0,0","38.757","207,7","0.553"
"13:19:03.806","12","1:22.700","144,958","0,0","25.585","0,0","20.471","0,0","36.644","208,4","0.551"
"13:20:26.376","13","1:22.570","145,186","0,0","25.514","0,0","20.466","0,0","36.590","208,0","0.552"
"13:23:30.877","14","3:04.501","64,975","0,0","28.363","0,0","23.190","","","209,2","0.549"
"13:25:10.052","15","1:39.175","120,877","","","0,0","23.559","0,0","40.417","",""
"13:26:37.927","16","1:27.875","136,421","0,0","28.091","0,0","21.997","0,0","37.787","203,6","0.564"
"13:28:04.410","17","1:26.483","138,617","0,0","25.506","0,0","20.350","0,0","40.627","208,0","0.552"
"13:29:26.795","18","1:22.385","145,512","0,0","25.502","0,0","20.453","0,0","36.430","209,2","0.549"
22 - ANDRE MORAES JR - Stock Car Pro Rookie
"13:39:21.946","1","2:09.592","92,506","","","0,0","26.219","","","",""
"13:41:24.227","2","2:02.281","98,036","","","0,0","21.384","","","",""
"13:42:58.674","3","1:34.447","126,928","","","0,0","24.791","0,0","39.360","",""
"13:44:25.458","4","1:26.784","138,136","0,0","25.863","0,0","20.883","0,0","40.038","204,3","0.562"
"13:45:48.990","5","1:23.532","143,514","0,0","25.899","0,0","20.776","0,0","36.857","205,4","0.559"
"13:47:12.616","6","1:23.626","143,353","0,0","25.905","0,0","20.766","0,0","36.955","205,4","0.559"
"13:48:36.320","7","1:23.704","143,219","0,0","25.949","0,0","20.727","0,0","37.028","205,8","0.558"
"13:50:00.034","8","1:23.714","143,202","0,0","25.976","0,0","20.791","0,0","36.947","204,7","0.561"
"13:51:23.997","9","1:23.963","142,777","0,0","25.986","0,0","20.915","0,0","37.062","205,1","0.560"
"13:52:47.951","10","1:23.954","142,792","0,0","25.906","0,0","20.833","0,0","37.215","205,1","0.560"
24 - FELIPE BARTZ - Stock Car Pro Rookie
"13:39:02.038","1","1:33.928","127,630","","","0,0","22.282","0,0","38.230","",""
"13:45:22.650","2","6:20.612","31,497","0,0","27.200","0,0","23.479","","","206,9","0.555"
"13:46:52.543","3","1:29.893","133,359","","","0,0","21.025","0,0","37.559","",""
"13:48:21.158","4","1:28.615","135,282","0,0","30.058","0,0","21.164","0,0","37.393","205,4","0.559"
"13:49:45.177","5","1:24.019","142,682","0,0","26.054","0,0","20.915","0,0","37.050","208,4","0.551"
"13:51:09.591","6","1:24.414","142,014","0,0","26.064","0,0","20.926","0,0","37.424","208,0","0.552"
"14:00:17.056","7","9:07.465","21,897","0,0","25.960","0,0","20.891","","","207,7","0.553"
"14:01:51.293","8","1:34.237","127,211","","","0,0","22.237","0,0","38.217","",""
"14:03:36.456","9","1:45.163","113,994","0,0","26.659","0,0","21.030","0,0","57.474","204,0","0.563"
"14:05:01.497","10","1:25.041","140,967","0,0","26.407","0,0","20.919","0,0","37.715","205,4","0.559"
"14:06:25.625","11","1:24.128","142,497","0,0","25.977","0,0","20.880","0,0","37.271","205,4","0.559"
