Carro;Piloto;Time of Day;Lap;Lap Tm;Lap Tm (Segundos);Speed;S1;S1 Tm;S2;S2 Tm;S3;S3 Tm;SPT;SPT Tm;Stint;Tipo_Volta;Outlier
27;27 - RENAN GUERRA - Stock Car Pro;13:03:28.261;2,0;1:29.950;89,95;133,274;0,0;29.394;0,0;22.447;0,0;38.109;171,1;0.671;1;Push;True
27;27 - RENAN GUERRA - Stock Car Pro;13:04:51.898;3,0;1:23.637;83,637;143,334;0,0;26.189;0,0;20.775;0,0;36.673;205,1;0.560;1;Push;False
27;27 - RENAN GUERRA - Stock Car Pro;13:06:15.335;4,0;1:23.437;83,437;143,677;0,0;25.794;0,0;20.735;0,0;36.908;205,8;0.558;1;Push;False
27;27 - RENAN GUERRA - Stock Car Pro;13:07:38.631;5,0;1:23.296;83,296;143,92;0,0;26.004;0,0;20.675;0,0;36.617;205,1;0.560;1;Push;False
27;27 - RENAN GUERRA - Stock Car Pro;13:09:01.972;6,0;1:23.341;83,341;143,843;0,0;25.784;0,0;20.693;0,0;36.864;206,2;0.557;1;Push;False
27;27 - RENAN GUERRA - Stock Car Pro;13:10:25.123;7,0;1:23.151;83,151;144,171;0,0;25.871;0,0;20.607;0,0;36.673;206,9;0.555;1;Push;False
27;27 - RENAN GUERRA - Stock Car Pro;13:18:11.273;8,0;7:46.150;466,15;25,717;0,0;25.855;0,0;21.337;;;206,9;0.555;1;In-Lap/Garage;True
27;27 - RENAN GUERRA - Stock Car Pro;13:19:49.702;9,0;1:38.429;98,429;121,793;;;0,0;23.516;0,0;39.318;;;2;Out-Lap;True
27;27 - RENAN GUERRA - Stock Car Pro;13:21:17.256;10,0;1:27.554;87,554;136,921;0,0;27.667;0,0;21.784;0,0;38.103;199,7;0.575;2;Push;True
27;27 - RENAN GUERRA - Stock Car Pro;13:22:42.989;11,0;1:25.733;85,733;139,829;0,0;27.578;0,0;21.509;0,0;36.646;185,2;0.620;2;Push;False
27;27 - RENAN GUERRA - Stock Car Pro;13:24:05.332;12,0;1:22.343;82,343;145,586;0,0;25.506;0,0;20.531;0,0;36.306;206,5;0.556;2;Push;False
27;27 - RENAN GUERRA - Stock Car Pro;13:25:27.817;13,0;1:22.485;82,485;145,336;0,0;25.580;0,0;20.453;0,0;36.452;206,2;0.557;2;Push;False
29;29 - DANIEL SERRA - Stock Car Pro;13:02:05.093;1,0;1:41.099;101,099;118,577;;;0,0;24.159;0,0;40.843;;;1;Push;True
29;29 - DANIEL SERRA - Stock Car Pro;13:03:37.321;2,0;1:32.228;92,228;129,982;0,0;30.320;0,0;22.354;0,0;39.554;142,7;0.805;1;Push;True
29;29 - DANIEL SERRA - Stock Car Pro;13:05:00.421;3,0;1:23.100;83,1;144,26;0,0;25.689;0,0;20.814;0,0;36.597;208,4;0.551;1;Push;False
29;29 - DANIEL SERRA - Stock Car Pro;13:06:23.094;4,0;1:22.673;82,673;145,005;0,0;25.555;0,0;20.600;0,0;36.518;208,4;0.551;1;Push;False
29;29 - DANIEL SERRA - Stock Car Pro;13:07:45.763;5,0;1:22.669;82,669;145,012;0,0;25.541;0,0;20.536;0,0;36.592;208,8;0.550;1;Push;False
29;29 - DANIEL SERRA - Stock Car Pro;13:13:52.447;6,0;6:06.684;366,684;32,693;0,0;25.512;0,0;20.652;;;208,8;0.550;1;In-Lap/Garage;True
29;29 - DANIEL SERRA - Stock Car Pro;13:15:22.110;7,0;1:29.663;89,663;133,701;;;0,0;20.732;0,0;37.050;;;2;Out-Lap;True
29;29 - DANIEL SERRA - Stock Car Pro;13:16:44.669;8,0;1:22.559;82,559;145,205;0,0;25.511;0,0;20.484;0,0;36.564;209,2;0.549;2;Push;False
29;29 - DANIEL SERRA - Stock Car Pro;13:18:10.647;9,0;1:25.978;85,978;139,431;0,0;25.559;0,0;20.606;0,0;39.813;209,2;0.549;2;Push;False
29;29 - DANIEL SERRA - Stock Car Pro;13:22:33.641;10,0;4:22.994;262,994;45,583;0,0;25.532;0,0;20.570;;;208,8;0.550;2;In-Lap/Garage;True
29;29 - DANIEL SERRA - Stock Car Pro;13:24:10.968;11,0;1:37.327;97,327;123,172;;;0,0;24.941;0,0;38.817;;;3;Out-Lap;True
29;29 - DANIEL SERRA - Stock Car Pro;13:25:36.403;12,0;1:25.435;85,435;140,317;0,0;27.477;0,0;20.964;0,0;36.994;173,0;0.664;3;Push;True
29;29 - DANIEL SERRA - Stock Car Pro;13:26:57.976;13,0;1:21.573;81,573;146,96;0,0;25.302;0,0;20.177;0,0;36.094;208,4;0.551;3;Push;False
29;29 - DANIEL SERRA - Stock Car Pro;13:28:19.370;14,0;1:21.394;81,394;147,284;0,0;25.229;0,0;20.161;0,0;36.004;209,6;0.548;3;Push;False
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:01:51.909;1,0;1:37.494;97,494;122,961;;;0,0;23.195;0,0;38.429;;;1;Push;True
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:03:19.860;2,0;1:27.951;87,951;136,303;0,0;29.216;0,0;21.326;0,0;37.409;136,9;0.839;1;Push;True
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:04:43.315;3,0;1:23.455;83,455;143,646;0,0;25.855;0,0;20.636;0,0;36.964;207,3;0.554;1;Push;False
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:06:06.651;4,0;1:23.336;83,336;143,851;0,0;25.862;0,0;20.640;0,0;36.834;206,9;0.555;1;Push;False
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:07:29.923;5,0;1:23.272;83,272;143,962;0,0;25.834;0,0;20.550;0,0;36.888;206,9;0.555;1;Push;False
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:11:43.026;6,0;4:13.103;253,103;47,364;0,0;25.875;0,0;21.599;;;207,7;0.553;1;In-Lap/Garage;True
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:13:12.803;7,0;1:29.777;89,777;133,531;;;0,0;21.400;0,0;37.252;;;2;Out-Lap;True
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:14:36.173;8,0;1:23.370;83,37;143,793;0,0;25.982;0,0;20.565;0,0;36.823;207,3;0.554;2;Push;False
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:15:59.349;9,0;1:23.176;83,176;144,128;0,0;25.796;0,0;20.598;0,0;36.782;207,7;0.553;2;Push;False
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:19:03.280;10,0;3:03.931;183,931;65,177;0,0;25.802;0,0;20.740;;;207,7;0.553;2;In-Lap/Garage;True
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:20:35.010;11,0;1:31.730;91,73;130,688;;;0,0;21.928;0,0;37.414;;;3;Out-Lap;True
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:23:19.045;12,0;2:44.035;164,035;73,082;0,0;25.828;0,0;20.999;;;208,0;0.552;3;In-Lap/Garage;True
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:24:48.703;13,0;1:29.658;89,658;133,708;;;0,0;21.222;0,0;37.316;;;4;Out-Lap;True
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:26:15.986;14,0;1:27.283;87,283;137,346;0,0;26.275;0,0;20.692;0,0;40.316;202,2;0.568;4;Push;False
293;293 - LEONARDO REIS - Stock Car Pro Rookie;13:27:37.725;15,0;1:21.739;81,739;146,662;0,0;25.351;0,0;20.160;0,0;36.228;209,2;0.549;4;Push;False
30;30 - CESAR RAMOS - Stock Car Pro;13:37:00.177;1,0;1:35.529;95,529;125,491;;;0,0;22.688;0,0;38.834;;;1;Push;True
30;30 - CESAR RAMOS - Stock Car Pro;13:38:25.761;2,0;1:25.584;85,584;140,073;0,0;26.996;0,0;21.264;0,0;37.324;189,2;0.607;1;Push;False
30;30 - CESAR RAMOS - Stock Car Pro;13:39:58.553;3,0;1:32.792;92,792;129,192;0,0;29.090;0,0;25.033;0,0;38.669;205,1;0.560;1;Push;True
30;30 - CESAR RAMOS - Stock Car Pro;13:41:22.005;4,0;1:23.452;83,452;143,651;0,0;25.971;0,0;20.711;0,0;36.770;205,4;0.559;1;Push;False
30;30 - CESAR RAMOS - Stock Car Pro;13:46:45.787;5,0;5:23.782;323,782;37,025;0,0;25.858;0,0;20.589;;;206,5;0.556;1;In-Lap/Garage;True
30;30 - CESAR RAMOS - Stock Car Pro;13:48:17.171;6,0;1:31.384;91,384;131,183;;;0,0;21.698;0,0;38.099;;;2;Out-Lap;True
30;30 - CESAR RAMOS - Stock Car Pro;13:49:41.575;7,0;1:24.404;84,404;142,031;0,0;26.366;0,0;20.726;0,0;37.312;200,1;0.574;2;Push;False
30;30 - CESAR RAMOS - Stock Car Pro;13:51:04.921;8,0;1:23.346;83,346;143,834;0,0;25.931;0,0;20.716;0,0;36.699;204,0;0.563;2;Push;False
30;30 - CESAR RAMOS - Stock Car Pro;13:52:28.345;9,0;1:23.424;83,424;143,7;0,0;26.143;0,0;20.587;0,0;36.694;203,6;0.564;2;Push;False
30;30 - CESAR RAMOS - Stock Car Pro;13:53:51.780;10,0;1:23.435;83,435;143,681;0,0;26.001;0,0;20.611;0,0;36.823;205,4;0.559;2;Push;False
30;30 - CESAR RAMOS - Stock Car Pro;13:58:03.961;11,0;4:12.181;252,181;47,537;0,0;27.958;0,0;23.312;;;205,1;0.560;2;In-Lap/Garage;True
30;30 - CESAR RAMOS - Stock Car Pro;13:59:40.887;12,0;1:36.926;96,926;123,682;;;0,0;22.918;0,0;40.277;;;3;Out-Lap;True
30;30 - CESAR RAMOS - Stock Car Pro;14:01:04.923;13,0;1:24.036;84,036;142,653;0,0;26.807;0,0;20.882;0,0;36.347;185,5;0.619;3;Push;False
30;30 - CESAR RAMOS - Stock Car Pro;14:02:27.109;14,0;1:22.186;82,186;145,864;0,0;25.496;0,0;20.324;0,0;36.366;205,8;0.558;3;Push;False
30;30 - CESAR RAMOS - Stock Car Pro;14:03:49.027;15,0;1:21.918;81,918;146,341;0,0;25.423;0,0;20.135;0,0;36.360;204,7;0.561;3;Push;False
301;301 - RAFAEL REIS - Stock Car Pro;13:37:02.543;1,0;1:36.536;96,536;124,182;;;0,0;23.031;0,0;39.947;;;1;Push;True
301;301 - RAFAEL REIS - Stock Car Pro;13:38:28.298;2,0;1:25.755;85,755;139,794;0,0;26.089;0,0;21.646;0,0;38.020;203,3;0.565;1;Push;False
301;301 - RAFAEL REIS - Stock Car Pro;13:39:52.984;3,0;1:24.686;84,686;141,558;0,0;26.846;0,0;20.770;0,0;37.070;205,4;0.559;1;Push;False
301;301 - RAFAEL REIS - Stock Car Pro;13:41:16.708;4,0;1:23.724;83,724;143,185;0,0;26.055;0,0;20.682;0,0;36.987;205,4;0.559;1;Push;False
301;301 - RAFAEL REIS - Stock Car Pro;13:42:40.082;5,0;1:23.374;83,374;143,786;0,0;25.725;0,0;20.650;0,0;36.999;206,2;0.557;1;Push;False
301;301 - RAFAEL REIS - Stock Car Pro;13:45:15.674;6,0;2:35.592;155,592;77,048;0,0;25.906;0,0;20.753;;;205,4;0.559;1;In-Lap/Garage;True
301;301 - RAFAEL REIS - Stock Car Pro;13:46:46.199;7,0;1:30.525;90,525;132,428;;;0,0;22.189;0,0;37.367;;;2;Out-Lap;True
301;301 - RAFAEL REIS - Stock Car Pro;13:48:09.496;8,0;1:23.297;83,297;143,919;0,0;25.865;0,0;20.583;0,0;36.849;204,0;0.563;2;Push;False
301;301 - RAFAEL REIS - Stock Car Pro;13:49:32.474;9,0;1:22.978;82,978;144,472;0,0;25.752;0,0;20.490;0,0;36.736;205,4;0.559;2;Push;False
301;301 - RAFAEL REIS - Stock Car Pro;13:50:55.121;10,0;1:22.647;82,647;145,051;0,0;25.620;0,0;20.457;0,0;36.570;205,4;0.559;2;Push;False
301;301 - RAFAEL REIS - Stock Car Pro;13:53:38.343;11,0;2:43.222;163,222;73,446;0,0;25.645;0,0;20.411;;;205,8;0.558;2;In-Lap/Garage;True
301;301 - RAFAEL REIS - Stock Car Pro;13:55:05.627;12,0;1:27.284;87,284;137,345;;;0,0;20.503;0,0;38.113;;;3;Out-Lap;True
301;301 - RAFAEL REIS - Stock Car Pro;13:57:40.112;13,0;2:34.485;154,485;77,6;0,0;25.624;0,0;20.352;;;205,8;0.558;3;In-Lap/Garage;True
301;301 - RAFAEL REIS - Stock Car Pro;13:59:10.226;14,0;1:30.114;90,114;133,031;;;0,0;21.219;0,0;37.248;;;4;Out-Lap;True
301;301 - RAFAEL REIS - Stock Car Pro;14:00:32.179;15,0;1:21.953;81,953;146,279;0,0;25.409;0,0;20.290;0,0;36.254;206,9;0.555;4;Push;False
301;301 - RAFAEL REIS - Stock Car Pro;14:01:53.929;16,0;1:21.750;81,75;146,642;0,0;25.394;0,0;20.134;0,0;36.222;206,5;0.556;4;Push;False
33;33 - NELSON PIQUET JR - Stock Car Pro;13:37:13.452;1,0;1:39.524;99,524;120,453;;;0,0;23.343;0,0;39.129;;;1;Push;True
33;33 - NELSON PIQUET JR - Stock Car Pro;13:38:39.613;2,0;1:26.161;86,161;139,135;0,0;27.858;0,0;21.049;0,0;37.254;201,5;0.570;1;Push;False
33;33 - NELSON PIQUET JR - Stock Car Pro;13:40:02.758;3,0;1:23.145;83,145;144,182;0,0;25.937;0,0;20.599;0,0;36.609;208,0;0.552;1;Push;False
33;33 - NELSON PIQUET JR - Stock Car Pro;13:41:25.572;4,0;1:22.814;82,814;144,758;0,0;25.699;0,0;20.594;0,0;36.521;208,4;0.551;1;Push;False
33;33 - NELSON PIQUET JR - Stock Car Pro;13:42:48.218;5,0;1:22.646;82,646;145,052;0,0;25.556;0,0;20.538;0,0;36.552;210,3;0.546;1;Push;False
33;33 - NELSON PIQUET JR - Stock Car Pro;13:46:16.819;6,0;3:28.601;208,601;57,469;0,0;25.592;0,0;20.429;;;209,2;0.549;1;In-Lap/Garage;True
33;33 - NELSON PIQUET JR - Stock Car Pro;13:47:50.764;7,0;1:33.945;93,945;127,607;;;0,0;22.173;0,0;38.246;;;2;Out-Lap;True
33;33 - NELSON PIQUET JR - Stock Car Pro;13:49:15.633;8,0;1:24.869;84,869;141,253;0,0;26.410;0,0;21.045;0,0;37.414;204,3;0.562;2;Push;False
33;33 - NELSON PIQUET JR - Stock Car Pro;13:50:37.808;9,0;1:22.175;82,175;145,884;0,0;25.502;0,0;20.362;0,0;36.311;208,4;0.551;2;Push;False
33;33 - NELSON PIQUET JR - Stock Car Pro;13:52:04.474;10,0;1:26.666;86,666;138,324;0,0;25.522;0,0;20.396;0,0;40.748;209,2;0.549;2;Push;True
33;33 - NELSON PIQUET JR - Stock Car Pro;13:53:26.739;11,0;1:22.265;82,265;145,724;0,0;25.484;0,0;20.321;0,0;36.460;208,8;0.550;2;Push;False
33;33 - NELSON PIQUET JR - Stock Car Pro;13:54:49.044;12,0;1:22.305;82,305;145,653;0,0;25.526;0,0;20.310;0,0;36.469;208,8;0.550;2;Push;False
33;33 - NELSON PIQUET JR - Stock Car Pro;13:58:11.408;13,0;3:22.364;202,364;59,24;0,0;25.464;0,0;20.290;;;208,8;0.550;2;In-Lap/Garage;True
33;33 - NELSON PIQUET JR - Stock Car Pro;13:59:47.617;14,0;1:36.209;96,209;124,604;;;0,0;21.877;0,0;40.325;;;3;Out-Lap;True
33;33 - NELSON PIQUET JR - Stock Car Pro;14:01:14.446;15,0;1:26.829;86,829;138,064;0,0;26.903;0,0;21.129;0,0;38.797;200,4;0.573;3;Push;False
33;33 - NELSON PIQUET JR - Stock Car Pro;14:02:35.463;16,0;1:21.017;81,017;147,969;0,0;25.039;0,0;20.039;0,0;35.939;210,3;0.546;3;Push;False
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:02:11.443;1,0;1:33.268;93,268;128,533;;;0,0;22.096;0,0;38.289;;;1;Push;True
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:03:41.212;2,0;1:29.769;89,769;133,543;0,0;27.421;0,0;21.051;0,0;41.297;203,3;0.565;1;Push;True
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:05:04.542;3,0;1:23.330;83,33;143,862;0,0;26.059;0,0;20.578;0,0;36.693;207,7;0.553;1;Push;False
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:06:27.230;4,0;1:22.688;82,688;144,979;0,0;25.695;0,0;20.511;0,0;36.482;208,0;0.552;1;Push;False
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:07:49.848;5,0;1:22.618;82,618;145,102;0,0;25.535;0,0;20.523;0,0;36.560;208,0;0.552;1;Push;False
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:09:12.398;6,0;1:22.550;82,55;145,221;0,0;25.460;0,0;20.617;0,0;36.473;208,4;0.551;1;Push;False
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:14:44.187;7,0;5:31.789;331,789;36,131;0,0;25.687;0,0;20.626;;;208,0;0.552;1;In-Lap/Garage;True
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:16:11.400;8,0;1:27.213;87,213;137,457;;;0,0;20.637;0,0;36.786;;;2;Out-Lap;True
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:17:37.148;9,0;1:25.748;85,748;139,805;0,0;25.730;0,0;20.588;0,0;39.430;208,4;0.551;2;Push;False
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:22:06.653;10,0;4:29.505;269,505;44,482;0,0;25.686;0,0;20.589;;;207,3;0.554;2;In-Lap/Garage;True
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:23:37.459;11,0;1:30.806;90,806;132,018;;;0,0;21.501;0,0;37.288;;;3;Out-Lap;True
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:25:02.240;12,0;1:24.781;84,781;141,4;0,0;26.701;0,0;20.871;0,0;37.209;201,8;0.569;3;Push;False
38;38 - ZEZINHO MUGGIATI - Stock Car Pro;13:26:23.543;13,0;1:21.303;81,303;147,448;0,0;25.196;0,0;20.160;0,0;35.947;208,4;0.551;3;Push;False
4;4 - JULIO CAMPOS - Stock Car Pro;13:37:20.730;1,0;1:36.265;96,265;124,531;;;0,0;22.558;0,0;40.150;;;1;Push;True
4;4 - JULIO CAMPOS - Stock Car Pro;13:38:57.406;2,0;1:36.676;96,676;124,002;0,0;29.365;0,0;24.911;0,0;42.400;145,7;0.788;1;Push;True
4;4 - JULIO CAMPOS - Stock Car Pro;13:40:24.134;3,0;1:26.728;86,728;138,225;0,0;25.848;0,0;20.901;0,0;39.979;208,8;0.550;1;Push;False
4;4 - JULIO CAMPOS - Stock Car Pro;13:41:46.689;4,0;1:22.555;82,555;145,212;0,0;25.486;0,0;20.500;0,0;36.569;209,2;0.549;1;Push;False
4;4 - JULIO CAMPOS - Stock Car Pro;13:43:09.224;5,0;1:22.535;82,535;145,247;0,0;25.473;0,0;20.531;0,0;36.531;208,4;0.551;1;Push;False
4;4 - JULIO CAMPOS - Stock Car Pro;13:51:28.049;6,0;8:18.825;498,825;24,032;0,0;26.939;0,0;23.520;;;209,2;0.549;1;In-Lap/Garage;True
4;4 - JULIO CAMPOS - Stock Car Pro;13:53:05.914;7,0;1:37.865;97,865;122,495;;;0,0;22.748;0,0;37.388;;;2;Out-Lap;True
4;4 - JULIO CAMPOS - Stock Car Pro;13:54:28.419;8,0;1:22.505;82,505;145,3;0,0;25.516;0,0;20.533;0,0;36.456;208,0;0.552;2;Push;False
4;4 - JULIO CAMPOS - Stock Car Pro;13:57:55.424;9,0;3:27.005;207,005;57,912;0,0;25.449;0,0;20.526;;;209,2;0.549;2;In-Lap/Garage;True
4;4 - JULIO CAMPOS - Stock Car Pro;13:59:29.802;10,0;1:34.378;94,378;127,021;;;0,0;22.475;0,0;38.245;;;3;Out-Lap;True
4;4 - JULIO CAMPOS - Stock Car Pro;14:00:56.329;11,0;1:26.527;86,527;138,546;0,0;27.335;0,0;21.514;0,0;37.678;205,4;0.559;3;Push;True
4;4 - JULIO CAMPOS - Stock Car Pro;14:02:17.829;12,0;1:21.500;81,5;147,092;0,0;25.241;0,0;20.177;0,0;36.082;209,2;0.549;3;Push;False
4;4 - JULIO CAMPOS - Stock Car Pro;14:03:38.852;13,0;1:21.023;81,023;147,958;0,0;25.003;0,0;20.089;0,0;35.931;209,9;0.547;3;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;13:36:54.406;1,0;1:36.366;96,366;124,401;;;0,0;22.332;0,0;38.742;;;1;Push;True
444;444 - VICENTE ORIGE - Stock Car Pro;13:38:20.898;2,0;1:26.492;86,492;138,602;0,0;26.764;0,0;21.095;0,0;38.633;202,9;0.566;1;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;13:39:45.140;3,0;1:24.242;84,242;142,304;0,0;26.253;0,0;20.847;0,0;37.142;207,3;0.554;1;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;13:41:08.521;4,0;1:23.381;83,381;143,774;0,0;25.851;0,0;20.499;0,0;37.031;207,3;0.554;1;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;13:45:24.398;5,0;4:15.877;255,877;46,851;0,0;25.942;0,0;27.327;;;207,3;0.554;1;In-Lap/Garage;True
444;444 - VICENTE ORIGE - Stock Car Pro;13:46:55.069;6,0;1:30.671;90,671;132,214;;;0,0;20.890;0,0;39.611;;;2;Out-Lap;True
444;444 - VICENTE ORIGE - Stock Car Pro;13:48:20.220;7,0;1:25.151;85,151;140,785;0,0;26.636;0,0;20.677;0,0;37.838;207,7;0.553;2;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;13:49:43.794;8,0;1:23.574;83,574;143,442;0,0;26.011;0,0;20.618;0,0;36.945;206,9;0.555;2;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;13:51:07.446;9,0;1:23.652;83,652;143,308;0,0;25.943;0,0;20.475;0,0;37.234;206,5;0.556;2;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;13:52:30.882;10,0;1:23.436;83,436;143,679;0,0;25.946;0,0;20.449;0,0;37.041;207,7;0.553;2;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;13:53:54.504;11,0;1:23.622;83,622;143,359;0,0;25.867;0,0;20.498;0,0;37.257;207,3;0.554;2;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;13:57:17.435;12,0;3:22.931;202,931;59,074;0,0;25.946;0,0;21.386;;;206,2;0.557;2;In-Lap/Garage;True
444;444 - VICENTE ORIGE - Stock Car Pro;13:58:47.768;13,0;1:30.333;90,333;132,709;;;0,0;21.640;0,0;37.867;;;3;Out-Lap;True
444;444 - VICENTE ORIGE - Stock Car Pro;14:00:11.932;14,0;1:24.164;84,164;142,436;0,0;26.117;0,0;20.861;0,0;37.186;204,3;0.562;3;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;14:01:34.402;15,0;1:22.470;82,47;145,362;0,0;25.321;0,0;20.269;0,0;36.880;206,9;0.555;3;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;14:02:55.874;16,0;1:21.472;81,472;147,143;0,0;25.227;0,0;20.045;0,0;36.200;208,0;0.552;3;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;14:04:17.410;17,0;1:21.536;81,536;147,027;0,0;25.421;0,0;20.020;0,0;36.095;207,7;0.553;3;Push;False
444;444 - VICENTE ORIGE - Stock Car Pro;14:05:39.058;18,0;1:21.648;81,648;146,825;0,0;25.458;0,0;20.001;0,0;36.189;208,0;0.552;3;Push;False
51;51 - ATILA ABREU - Stock Car Pro;13:02:27.583;1,0;1:38.438;98,438;121,782;;;0,0;24.184;0,0;38.892;;;1;Push;True
51;51 - ATILA ABREU - Stock Car Pro;13:03:55.256;2,0;1:27.673;87,673;136,735;0,0;27.767;0,0;22.029;0,0;37.877;190,1;0.604;1;Push;False
51;51 - ATILA ABREU - Stock Car Pro;13:05:18.909;3,0;1:23.653;83,653;143,306;0,0;25.863;0,0;20.895;0,0;36.895;208,4;0.551;1;Push;False
51;51 - ATILA ABREU - Stock Car Pro;13:06:42.142;4,0;1:23.233;83,233;144,029;0,0;25.754;0,0;20.825;0,0;36.654;209,2;0.549;1;Push;False
51;51 - ATILA ABREU - Stock Car Pro;13:09:51.225;5,0;3:09.083;189,083;63,401;0,0;25.705;0,0;22.385;;;209,6;0.548;1;In-Lap/Garage;True
51;51 - ATILA ABREU - Stock Car Pro;13:11:21.086;6,0;1:29.861;89,861;133,406;;;0,0;21.377;0,0;37.154;;;2;Out-Lap;True
51;51 - ATILA ABREU - Stock Car Pro;13:12:44.345;7,0;1:23.259;83,259;143,984;0,0;25.654;0,0;20.795;0,0;36.810;207,7;0.553;2;Push;False
51;51 - ATILA ABREU - Stock Car Pro;13:14:07.538;8,0;1:23.193;83,193;144,099;0,0;25.689;0,0;20.748;0,0;36.756;208,4;0.551;2;Push;False
51;51 - ATILA ABREU - Stock Car Pro;13:17:09.168;9,0;3:01.630;181,63;66,002;0,0;26.248;0,0;22.131;;;209,2;0.549;2;In-Lap/Garage;True
51;51 - ATILA ABREU - Stock Car Pro;13:18:41.165;10,0;1:31.997;91,997;130,309;;;0,0;21.553;0,0;37.358;;;3;Out-Lap;True
51;51 - ATILA ABREU - Stock Car Pro;13:22:26.544;11,0;3:45.379;225,379;53,19;0,0;25.643;0,0;20.848;;;208,8;0.550;3;In-Lap/Garage;True
51;51 - ATILA ABREU - Stock Car Pro;13:23:58.875;12,0;1:32.331;92,331;129,837;;;0,0;22.383;0,0;37.958;;;4;Out-Lap;True
51;51 - ATILA ABREU - Stock Car Pro;13:25:23.904;13,0;1:25.029;85,029;140,987;0,0;26.790;0,0;21.556;0,0;36.683;192,4;0.597;4;Push;False
51;51 - ATILA ABREU - Stock Car Pro;13:26:46.046;14,0;1:22.142;82,142;145,942;0,0;25.447;0,0;20.539;0,0;36.156;209,9;0.547;4;Push;False
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:02:15.935;1,0;1:42.194;102,194;117,306;;;0,0;25.589;0,0;41.703;;;1;Push;True
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:03:47.443;2,0;1:31.508;91,508;131,005;0,0;27.133;0,0;21.070;0,0;43.305;192,4;0.597;1;Push;False
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:10:30.235;3,0;6:42.792;402,792;29,762;0,0;26.156;0,0;21.854;;;204,3;0.562;1;In-Lap/Garage;True
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:12:07.106;4,0;1:36.871;96,871;123,752;;;0,0;23.481;0,0;40.573;;;2;Out-Lap;True
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:13:34.138;5,0;1:27.032;87,032;137,742;0,0;27.315;0,0;21.695;0,0;38.022;199,0;0.577;2;Push;True
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:14:57.237;6,0;1:23.099;83,099;144,262;0,0;25.861;0,0;20.559;0,0;36.679;206,2;0.557;2;Push;False
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:16:20.225;7,0;1:22.988;82,988;144,455;0,0;25.690;0,0;20.553;0,0;36.745;207,7;0.553;2;Push;False
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:17:43.184;8,0;1:22.959;82,959;144,505;0,0;25.717;0,0;20.583;0,0;36.659;207,3;0.554;2;Push;False
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:19:06.203;9,0;1:23.019;83,019;144,401;0,0;25.514;0,0;20.536;0,0;36.969;208,4;0.551;2;Push;False
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:26:00.815;10,0;6:54.612;414,612;28,914;0,0;25.697;0,0;20.527;;;207,7;0.553;2;In-Lap/Garage;True
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:27:42.255;11,0;1:41.440;101,44;118,178;;;0,0;24.520;0,0;41.656;;;3;Out-Lap;True
