Carro;Piloto;Time of Day;Lap;LeadLap;Lap Tm;Lap Tm (Segundos);Pit Time;Speed;S1;S1 Tm;S2;S2 Tm;S3;S3 Tm;SPT;SPT Tm
4;4 - JULIO CAMPOS - Stock Car Pro;10:40:02.213;8;8,0;1:22.449;82,449;;145,399;0,0;25.422;0,0;20.461;0,0;36.566;209,2;0.549
4;4 - JULIO CAMPOS - Stock Car Pro;10:41:24.584;9;9,0;1:22.371;82,371;;145,537;0,0;25.471;0,0;20.499;0,0;36.401;208,8;0.550
4;4 - JULIO CAMPOS - Stock Car Pro;10:43:18.484;10;10,0;1:53.900;113,9;38.817;105,25;0,0;25.413;0,0;20.428;;;208,4;0.551
4;4 - JULIO CAMPOS - Stock Car Pro;10:44:45.189;11;11,0;1:26.705;86,705;;138,262;;;0,0;20.667;0,0;36.726;;
4;4 - JULIO CAMPOS - Stock Car Pro;10:46:07.861;12;12,0;1:22.672;82,672;;145,007;0,0;25.647;0,0;20.536;0,0;36.489;207,7;0.553
4;4 - JULIO CAMPOS - Stock Car Pro;10:47:30.591;13;13,0;1:22.730;82,73;;144,905;0,0;25.569;0,0;20.570;0,0;36.591;207,7;0.553
4;4 - JULIO CAMPOS - Stock Car Pro;10:48:53.244;14;14,0;1:22.653;82,653;;145,04;0,0;25.527;0,0;20.605;0,0;36.521;208,4;0.551
4;4 - JULIO CAMPOS - Stock Car Pro;10:50:16.029;15;15,0;1:22.785;82,785;;144,809;0,0;25.606;0,0;20.612;0,0;36.567;208,0;0.552
4;4 - JULIO CAMPOS - Stock Car Pro;10:51:38.654;16;16,0;1:22.625;82,625;;145,089;0,0;25.494;0,0;20.548;0,0;36.583;208,8;0.550
4;4 - JULIO CAMPOS - Stock Car Pro;10:53:01.293;17;17,0;1:22.639;82,639;;145,065;0,0;25.589;0,0;20.504;0,0;36.546;208,8;0.550
4;4 - JULIO CAMPOS - Stock Car Pro;10:54:23.851;18;18,0;1:22.558;82,558;;145,207;0,0;25.570;0,0;20.506;0,0;36.482;209,6;0.548
4;4 - JULIO CAMPOS - Stock Car Pro;10:55:46.632;19;19,0;1:22.781;82,781;;144,816;0,0;25.625;0,0;20.616;0,0;36.540;209,9;0.547
4;4 - JULIO CAMPOS - Stock Car Pro;10:57:09.322;20;20,0;1:22.690;82,69;;144,975;0,0;25.516;0,0;20.557;0,0;36.617;209,9;0.547
4;4 - JULIO CAMPOS - Stock Car Pro;10:58:32.194;21;21,0;1:22.872;82,872;;144,657;0,0;25.520;0,0;20.600;0,0;36.752;209,9;0.547
4;4 - JULIO CAMPOS - Stock Car Pro;10:59:55.175;22;22,0;1:22.981;82,981;;144,467;0,0;25.645;0,0;20.629;0,0;36.707;209,9;0.547
4;4 - JULIO CAMPOS - Stock Car Pro;11:01:18.310;23;23,0;1:23.135;83,135;;144,199;0,0;25.734;0,0;20.629;0,0;36.772;209,6;0.548
29;29 - DANIEL SERRA - Stock Car Pro;10:30:21.404;1;1,0;1:30.641;90,641;;132,258;0,0;31.388;0,0;21.992;0,0;37.261;143,7;0.799
29;29 - DANIEL SERRA - Stock Car Pro;10:31:45.392;2;2,0;1:23.988;83,988;;142,735;0,0;26.503;0,0;20.864;0,0;36.621;210,3;0.546
29;29 - DANIEL SERRA - Stock Car Pro;10:33:08.267;3;3,0;1:22.875;82,875;;144,652;0,0;25.792;0,0;20.558;0,0;36.525;210,3;0.546
29;29 - DANIEL SERRA - Stock Car Pro;10:34:31.072;4;4,0;1:22.805;82,805;;144,774;0,0;25.724;0,0;20.527;0,0;36.554;210,7;0.545
29;29 - DANIEL SERRA - Stock Car Pro;10:35:53.675;5;5,0;1:22.603;82,603;;145,128;0,0;25.472;0,0;20.604;0,0;36.527;211,1;0.544
29;29 - DANIEL SERRA - Stock Car Pro;10:37:16.353;6;6,0;1:22.678;82,678;;144,996;0,0;25.552;0,0;20.641;0,0;36.485;211,1;0.544
29;29 - DANIEL SERRA - Stock Car Pro;10:39:10.175;7;7,0;1:53.822;113,822;38.121;105,322;0,0;25.598;0,0;20.670;;;210,7;0.545
29;29 - DANIEL SERRA - Stock Car Pro;10:40:37.062;8;8,0;1:26.887;86,887;;137,972;;;0,0;20.421;0,0;37.404;;
29;29 - DANIEL SERRA - Stock Car Pro;10:41:59.286;9;9,0;1:22.224;82,224;;145,797;0,0;25.558;0,0;20.270;0,0;36.396;208,4;0.551
29;29 - DANIEL SERRA - Stock Car Pro;10:43:21.888;10;10,0;1:22.602;82,602;;145,13;0,0;25.548;0,0;20.538;0,0;36.516;208,8;0.550
29;29 - DANIEL SERRA - Stock Car Pro;10:44:45.482;11;11,0;1:23.594;83,594;;143,407;0,0;26.221;0,0;20.765;0,0;36.608;209,9;0.547
29;29 - DANIEL SERRA - Stock Car Pro;10:46:08.408;12;12,0;1:22.926;82,926;;144,563;0,0;25.778;0,0;20.595;0,0;36.553;210,7;0.545
29;29 - DANIEL SERRA - Stock Car Pro;10:47:31.388;13;13,0;1:22.980;82,98;;144,469;0,0;25.732;0,0;20.640;0,0;36.608;209,2;0.549
29;29 - DANIEL SERRA - Stock Car Pro;10:48:54.081;14;14,0;1:22.693;82,693;;144,97;0,0;25.595;0,0;20.490;0,0;36.608;210,3;0.546
29;29 - DANIEL SERRA - Stock Car Pro;10:50:16.724;15;15,0;1:22.643;82,643;;145,058;0,0;25.507;0,0;20.553;0,0;36.583;209,9;0.547
29;29 - DANIEL SERRA - Stock Car Pro;10:51:39.697;16;16,0;1:22.973;82,973;;144,481;0,0;25.738;0,0;20.658;0,0;36.577;210,7;0.545
29;29 - DANIEL SERRA - Stock Car Pro;10:53:02.274;17;17,0;1:22.577;82,577;;145,174;0,0;25.575;0,0;20.472;0,0;36.530;210,7;0.545
29;29 - DANIEL SERRA - Stock Car Pro;10:54:24.980;18;18,0;1:22.706;82,706;;144,947;0,0;25.578;0,0;20.637;0,0;36.491;211,5;0.543
29;29 - DANIEL SERRA - Stock Car Pro;10:55:47.484;19;19,0;1:22.504;82,504;;145,302;0,0;25.533;0,0;20.519;0,0;36.452;211,1;0.544
29;29 - DANIEL SERRA - Stock Car Pro;10:57:10.437;20;20,0;1:22.953;82,953;;144,516;0,0;25.638;0,0;20.493;0,0;36.822;211,5;0.543
29;29 - DANIEL SERRA - Stock Car Pro;10:58:33.211;21;21,0;1:22.774;82,774;;144,828;0,0;25.663;0,0;20.533;0,0;36.578;210,7;0.545
29;29 - DANIEL SERRA - Stock Car Pro;10:59:56.089;22;22,0;1:22.878;82,878;;144,646;0,0;25.604;0,0;20.608;0,0;36.666;211,5;0.543
29;29 - DANIEL SERRA - Stock Car Pro;11:01:18.986;23;23,0;1:22.897;82,897;;144,613;0,0;25.685;0,0;20.504;0,0;36.708;211,1;0.544
19;19 - FELIPE MASSA - Stock Car Pro;10:30:24.746;1;1,0;1:32.553;92,553;;129,526;0,0;31.736;0,0;22.106;0,0;38.711;160,2;0.717
19;19 - FELIPE MASSA - Stock Car Pro;10:31:49.241;2;2,0;1:24.495;84,495;;141,878;0,0;25.957;0,0;21.076;0,0;37.462;211,9;0.542
19;19 - FELIPE MASSA - Stock Car Pro;10:33:12.335;3;3,0;1:23.094;83,094;;144,27;0,0;25.646;0,0;20.752;0,0;36.696;210,3;0.546
19;19 - FELIPE MASSA - Stock Car Pro;10:34:35.394;4;4,0;1:23.059;83,059;;144,331;0,0;25.726;0,0;20.639;0,0;36.694;210,7;0.545
19;19 - FELIPE MASSA - Stock Car Pro;10:35:58.632;5;5,0;1:23.238;83,238;;144,021;0,0;25.587;0,0;20.651;0,0;37.000;211,9;0.542
19;19 - FELIPE MASSA - Stock Car Pro;10:37:21.676;6;6,0;1:23.044;83,044;;144,357;0,0;26.375;0,0;20.411;0,0;36.258;209,6;0.548
19;19 - FELIPE MASSA - Stock Car Pro;10:38:44.251;7;7,0;1:22.575;82,575;;145,177;0,0;25.520;0,0;20.508;0,0;36.547;211,1;0.544
19;19 - FELIPE MASSA - Stock Car Pro;10:40:06.501;8;8,0;1:22.250;82,25;;145,751;0,0;25.423;0,0;20.380;0,0;36.447;211,9;0.542
19;19 - FELIPE MASSA - Stock Car Pro;10:41:28.943;9;9,0;1:22.442;82,442;;145,411;0,0;25.494;0,0;20.521;0,0;36.427;211,9;0.542
19;19 - FELIPE MASSA - Stock Car Pro;10:42:51.280;10;10,0;1:22.337;82,337;;145,597;0,0;25.399;0,0;20.421;0,0;36.517;211,5;0.543
19;19 - FELIPE MASSA - Stock Car Pro;10:44:13.413;11;11,0;1:22.133;82,133;;145,958;0,0;25.364;0,0;20.356;0,0;36.413;210,3;0.546
19;19 - FELIPE MASSA - Stock Car Pro;10:45:35.642;12;12,0;1:22.229;82,229;;145,788;0,0;25.367;0,0;20.373;0,0;36.489;210,3;0.546
19;19 - FELIPE MASSA - Stock Car Pro;10:46:57.965;13;13,0;1:22.323;82,323;;145,622;0,0;25.425;0,0;20.417;0,0;36.481;209,9;0.547
19;19 - FELIPE MASSA - Stock Car Pro;10:48:20.481;14;14,0;1:22.516;82,516;;145,281;0,0;25.389;0,0;20.451;0,0;36.676;209,6;0.548
19;19 - FELIPE MASSA - Stock Car Pro;10:50:14.032;15;15,0;1:53.551;113,551;38.174;105,574;0,0;25.407;0,0;20.415;;;209,2;0.549
19;19 - FELIPE MASSA - Stock Car Pro;10:51:40.548;16;16,0;1:26.516;86,516;;138,564;;;0,0;20.642;0,0;36.579;;
19;19 - FELIPE MASSA - Stock Car Pro;10:53:03.008;17;17,0;1:22.460;82,46;;145,38;0,0;25.495;0,0;20.517;0,0;36.448;211,5;0.543
19;19 - FELIPE MASSA - Stock Car Pro;10:54:25.732;18;18,0;1:22.724;82,724;;144,916;0,0;25.561;0,0;20.558;0,0;36.605;211,1;0.544
19;19 - FELIPE MASSA - Stock Car Pro;10:55:48.297;19;19,0;1:22.565;82,565;;145,195;0,0;25.515;0,0;20.619;0,0;36.431;211,1;0.544
19;19 - FELIPE MASSA - Stock Car Pro;10:57:11.004;20;20,0;1:22.707;82,707;;144,945;0,0;25.532;0,0;20.625;0,0;36.550;211,9;0.542
19;19 - FELIPE MASSA - Stock Car Pro;10:58:34.042;21;21,0;1:23.038;83,038;;144,368;0,0;25.592;0,0;20.768;0,0;36.678;211,1;0.544
19;19 - FELIPE MASSA - Stock Car Pro;10:59:57.027;22;22,0;1:22.985;82,985;;144,46;0,0;25.585;0,0;20.642;0,0;36.758;211,5;0.543
19;19 - FELIPE MASSA - Stock Car Pro;11:01:19.972;23;23,0;1:22.945;82,945;;144,53;0,0;25.623;0,0;20.628;0,0;36.694;211,9;0.542
33;33 - NELSON PIQUET JR - Stock Car Pro;10:30:22.017;1;1,0;1:29.396;89,396;;134,1;0,0;30.022;0,0;22.304;0,0;37.070;167,6;0.685
33;33 - NELSON PIQUET JR - Stock Car Pro;10:31:46.229;2;2,0;1:24.212;84,212;;142,355;0,0;26.572;0,0;20.853;0,0;36.787;211,9;0.542
33;33 - NELSON PIQUET JR - Stock Car Pro;10:33:09.923;3;3,0;1:23.694;83,694;;143,236;0,0;26.191;0,0;20.688;0,0;36.815;211,1;0.544
33;33 - NELSON PIQUET JR - Stock Car Pro;10:34:32.983;4;4,0;1:23.060;83,06;;144,329;0,0;25.964;0,0;20.582;0,0;36.514;208,8;0.550
33;33 - NELSON PIQUET JR - Stock Car Pro;10:35:55.692;5;5,0;1:22.709;82,709;;144,942;0,0;25.708;0,0;20.642;0,0;36.359;209,6;0.548
33;33 - NELSON PIQUET JR - Stock Car Pro;10:37:17.820;6;6,0;1:22.128;82,128;;145,967;0,0;25.393;0,0;20.380;0,0;36.355;210,3;0.546
33;33 - NELSON PIQUET JR - Stock Car Pro;10:39:12.623;7;7,0;1:54.803;114,803;38.828;104,422;0,0;25.678;0,0;20.512;;;210,3;0.546
33;33 - NELSON PIQUET JR - Stock Car Pro;10:40:38.547;8;8,0;1:25.924;85,924;;139,519;;;0,0;20.335;0,0;36.336;;
33;33 - NELSON PIQUET JR - Stock Car Pro;10:42:00.709;9;9,0;1:22.162;82,162;;145,907;0,0;25.445;0,0;20.253;0,0;36.464;208,8;0.550
33;33 - NELSON PIQUET JR - Stock Car Pro;10:43:22.808;10;10,0;1:22.099;82,099;;146,019;0,0;25.501;0,0;20.244;0,0;36.354;208,4;0.551
33;33 - NELSON PIQUET JR - Stock Car Pro;10:44:46.218;11;11,0;1:23.410;83,41;;143,724;0,0;25.835;0,0;20.655;0,0;36.920;209,6;0.548
33;33 - NELSON PIQUET JR - Stock Car Pro;10:46:09.352;12;12,0;1:23.134;83,134;;144,201;0,0;26.009;0,0;20.548;0,0;36.577;209,2;0.549
33;33 - NELSON PIQUET JR - Stock Car Pro;10:47:32.121;13;13,0;1:22.769;82,769;;144,837;0,0;25.734;0,0;20.399;0,0;36.636;208,8;0.550
33;33 - NELSON PIQUET JR - Stock Car Pro;10:48:54.923;14;14,0;1:22.802;82,802;;144,779;0,0;25.615;0,0;20.504;0,0;36.683;209,6;0.548
33;33 - NELSON PIQUET JR - Stock Car Pro;10:50:17.475;15;15,0;1:22.552;82,552;;145,218;0,0;25.609;0,0;20.430;0,0;36.513;209,9;0.547
33;33 - NELSON PIQUET JR - Stock Car Pro;10:51:40.945;16;16,0;1:23.470;83,47;;143,62;0,0;26.305;0,0;20.505;0,0;36.660;211,1;0.544
33;33 - NELSON PIQUET JR - Stock Car Pro;10:53:03.774;17;17,0;1:22.829;82,829;;144,732;0,0;25.769;0,0;20.447;0,0;36.613;209,9;0.547
33;33 - NELSON PIQUET JR - Stock Car Pro;10:54:26.680;18;18,0;1:22.906;82,906;;144,597;0,0;25.742;0,0;20.531;0,0;36.633;210,3;0.546
33;33 - NELSON PIQUET JR - Stock Car Pro;10:55:49.264;19;19,0;1:22.584;82,584;;145,161;0,0;25.631;0,0;20.379;0,0;36.574;210,7;0.545
33;33 - NELSON PIQUET JR - Stock Car Pro;10:57:12.087;20;20,0;1:22.823;82,823;;144,742;0,0;25.726;0,0;20.491;0,0;36.606;210,7;0.545
33;33 - NELSON PIQUET JR - Stock Car Pro;10:58:34.993;21;21,0;1:22.906;82,906;;144,597;0,0;25.835;0,0;20.421;0,0;36.650;210,7;0.545
33;33 - NELSON PIQUET JR - Stock Car Pro;10:59:58.463;22;22,0;1:23.470;83,47;;143,62;0,0;26.033;0,0;20.636;0,0;36.801;210,7;0.545
33;33 - NELSON PIQUET JR - Stock Car Pro;11:01:20.924;23;23,0;1:22.461;82,461;;145,378;0,0;25.513;0,0;20.360;0,0;36.588;211,1;0.544
12;12 - LUCAS FORESTI - Stock Car Pro;10:30:22.682;1;1,0;1:30.313;90,313;;132,738;0,0;30.289;0,0;22.442;0,0;37.582;160,2;0.717
12;12 - LUCAS FORESTI - Stock Car Pro;10:31:46.788;2;2,0;1:24.106;84,106;;142,534;0,0;26.170;0,0;20.821;0,0;37.115;209,6;0.548
12;12 - LUCAS FORESTI - Stock Car Pro;10:33:10.561;3;3,0;1:23.773;83,773;;143,101;0,0;26.111;0,0;20.672;0,0;36.990;209,9;0.547
12;12 - LUCAS FORESTI - Stock Car Pro;10:34:33.608;4;4,0;1:23.047;83,047;;144,352;0,0;25.814;0,0;20.608;0,0;36.625;208,4;0.551
12;12 - LUCAS FORESTI - Stock Car Pro;10:35:56.557;5;5,0;1:22.949;82,949;;144,523;0,0;25.746;0,0;20.556;0,0;36.647;208,4;0.551
12;12 - LUCAS FORESTI - Stock Car Pro;10:37:19.347;6;6,0;1:22.790;82,79;;144,8;0,0;25.569;0,0;20.624;0,0;36.597;208,8;0.550
12;12 - LUCAS FORESTI - Stock Car Pro;10:38:42.006;7;7,0;1:22.659;82,659;;145,03;0,0;25.650;0,0;20.339;0,0;36.670;208,4;0.551
12;12 - LUCAS FORESTI - Stock Car Pro;10:40:04.598;8;8,0;1:22.592;82,592;;145,147;0,0;25.565;0,0;20.299;0,0;36.728;208,4;0.551
12;12 - LUCAS FORESTI - Stock Car Pro;10:41:26.971;9;9,0;1:22.373;82,373;;145,533;0,0;25.436;0,0;20.372;0,0;36.565;207,7;0.553
12;12 - LUCAS FORESTI - Stock Car Pro;10:42:49.403;10;10,0;1:22.432;82,432;;145,429;0,0;25.558;0,0;20.393;0,0;36.481;207,3;0.554
12;12 - LUCAS FORESTI - Stock Car Pro;10:44:11.754;11;11,0;1:22.351;82,351;;145,572;0,0;25.554;0,0;20.360;0,0;36.437;206,9;0.555
12;12 - LUCAS FORESTI - Stock Car Pro;10:45:33.925;12;12,0;1:22.171;82,171;;145,891;0,0;25.408;0,0;20.281;0,0;36.482;206,9;0.555
12;12 - LUCAS FORESTI - Stock Car Pro;10:47:29.453;13;13,0;1:55.528;115,528;39.844;103,767;0,0;25.615;0,0;20.350;;;206,2;0.557
12;12 - LUCAS FORESTI - Stock Car Pro;10:48:56.096;14;14,0;1:26.643;86,643;;138,361;;;0,0;20.564;0,0;36.729;;
12;12 - LUCAS FORESTI - Stock Car Pro;10:50:19.006;15;15,0;1:22.910;82,91;;144,591;0,0;25.718;0,0;20.557;0,0;36.635;207,7;0.553
12;12 - LUCAS FORESTI - Stock Car Pro;10:51:41.946;16;16,0;1:22.940;82,94;;144,538;0,0;25.593;0,0;20.538;0,0;36.809;206,9;0.555
12;12 - LUCAS FORESTI - Stock Car Pro;10:53:04.950;17;17,0;1:23.004;83,004;;144,427;0,0;25.912;0,0;20.541;0,0;36.551;207,3;0.554
12;12 - LUCAS FORESTI - Stock Car Pro;10:54:27.801;18;18,0;1:22.851;82,851;;144,693;0,0;25.752;0,0;20.512;0,0;36.587;208,0;0.552
12;12 - LUCAS FORESTI - Stock Car Pro;10:55:50.657;19;19,0;1:22.856;82,856;;144,685;0,0;25.698;0,0;20.478;0,0;36.680;209,2;0.549
12;12 - LUCAS FORESTI - Stock Car Pro;10:57:13.456;20;20,0;1:22.799;82,799;;144,784;0,0;25.744;0,0;20.435;0,0;36.620;208,4;0.551
12;12 - LUCAS FORESTI - Stock Car Pro;10:58:36.185;21;21,0;1:22.729;82,729;;144,907;0,0;25.656;0,0;20.461;0,0;36.612;208,4;0.551
12;12 - LUCAS FORESTI - Stock Car Pro;10:59:59.213;22;22,0;1:23.028;83,028;;144,385;0,0;25.761;0,0;20.530;0,0;36.737;209,2;0.549
12;12 - LUCAS FORESTI - Stock Car Pro;11:01:22.145;23;23,0;1:22.932;82,932;;144,552;0,0;25.694;0,0;20.511;0,0;36.727;209,2;0.549
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:30:18.768;1;1,0;1:28.541;88,541;;135,395;0,0;30.849;0,0;21.030;0,0;36.662;141,6;0.811
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:31:41.518;2;2,0;1:22.750;82,75;;144,87;0,0;25.604;0,0;20.549;0,0;36.597;209,6;0.548
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:33:04.417;3;3,0;1:22.899;82,899;;144,61;0,0;25.663;0,0;20.633;0,0;36.603;210,7;0.545
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:34:27.124;4;4,0;1:22.707;82,707;;144,945;0,0;25.631;0,0;20.565;0,0;36.511;209,9;0.547
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:35:49.649;5;5,0;1:22.525;82,525;;145,265;0,0;25.529;0,0;20.527;0,0;36.469;209,2;0.549
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:37:12.314;6;6,0;1:22.665;82,665;;145,019;0,0;25.564;0,0;20.531;0,0;36.570;211,5;0.543
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:39:06.432;7;7,0;1:54.118;114,118;38.396;105,049;0,0;25.669;0,0;20.575;;;209,6;0.548
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:40:41.226;8;8,0;1:34.794;94,794;;126,464;;;0,0;20.535;0,0;44.926;;
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:42:03.370;9;9,0;1:22.144;82,144;;145,939;0,0;25.580;0,0;20.352;0,0;36.212;208,4;0.551
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:43:25.413;10;10,0;1:22.043;82,043;;146,118;0,0;25.480;0,0;20.350;0,0;36.213;209,9;0.547
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:44:47.984;11;11,0;1:22.571;82,571;;145,184;0,0;25.560;0,0;20.510;0,0;36.501;210,3;0.546
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:46:10.719;12;12,0;1:22.735;82,735;;144,896;0,0;25.654;0,0;20.543;0,0;36.538;211,5;0.543
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:47:33.315;13;13,0;1:22.596;82,596;;145,14;0,0;25.490;0,0;20.546;0,0;36.560;211,1;0.544
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:48:56.964;14;14,0;1:23.649;83,649;;143,313;0,0;26.194;0,0;20.716;0,0;36.739;211,1;0.544
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:50:19.962;15;15,0;1:22.998;82,998;;144,437;0,0;25.753;0,0;20.491;0,0;36.754;208,8;0.550
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:51:42.649;16;16,0;1:22.687;82,687;;144,98;0,0;25.757;0,0;20.494;0,0;36.436;211,1;0.544
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:53:05.395;17;17,0;1:22.746;82,746;;144,877;0,0;25.620;0,0;20.503;0,0;36.623;212,3;0.541
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:54:28.430;18;18,0;1:23.035;83,035;;144,373;0,0;25.735;0,0;20.593;0,0;36.707;211,5;0.543
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:55:51.175;19;19,0;1:22.745;82,745;;144,879;0,0;25.733;0,0;20.584;0,0;36.428;210,7;0.545
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:57:14.042;20;20,0;1:22.867;82,867;;144,666;0,0;25.699;0,0;20.549;0,0;36.619;212,7;0.540
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:58:36.854;21;21,0;1:22.812;82,812;;144,762;0,0;25.654;0,0;20.527;0,0;36.631;212,3;0.541
293;293 - LEONARDO REIS - Stock Car Pro Rookie;10:59:59.759;22;22,0;1:22.905;82,905;;144,599;0,0;25.631;0,0;20.664;0,0;36.610;213,1;0.539
293;293 - LEONARDO REIS - Stock Car Pro Rookie;11:01:22.938;23;23,0;1:23.179;83,179;;144,123;0,0;25.776;0,0;20.768;0,0;36.635;213,5;0.538
18;18 - ALLAM KHODAIR - Stock Car Pro;10:30:23.622;1;1,0;1:30.560;90,56;;132,376;0,0;30.027;0,0;22.310;0,0;38.223;171,7;0.669
18;18 - ALLAM KHODAIR - Stock Car Pro;10:31:48.043;2;2,0;1:24.421;84,421;;142,003;0,0;26.148;0,0;21.696;0,0;36.577;210,3;0.546
18;18 - ALLAM KHODAIR - Stock Car Pro;10:33:10.893;3;3,0;1:22.850;82,85;;144,695;0,0;25.642;0,0;20.552;0,0;36.656;209,6;0.548
18;18 - ALLAM KHODAIR - Stock Car Pro;10:34:34.181;4;4,0;1:23.288;83,288;;143,934;0,0;25.926;0,0;20.732;0,0;36.630;209,6;0.548
18;18 - ALLAM KHODAIR - Stock Car Pro;10:35:57.138;5;5,0;1:22.957;82,957;;144,509;0,0;25.688;0,0;20.610;0,0;36.659;210,3;0.546
18;18 - ALLAM KHODAIR - Stock Car Pro;10:37:19.913;6;6,0;1:22.775;82,775;;144,826;0,0;25.646;0,0;20.590;0,0;36.539;209,6;0.548
18;18 - ALLAM KHODAIR - Stock Car Pro;10:38:42.787;7;7,0;1:22.874;82,874;;144,653;0,0;25.652;0,0;20.639;0,0;36.583;209,6;0.548
18;18 - ALLAM KHODAIR - Stock Car Pro;10:40:05.430;8;8,0;1:22.643;82,643;;145,058;0,0;25.578;0,0;20.465;0,0;36.600;209,9;0.547
18;18 - ALLAM KHODAIR - Stock Car Pro;10:41:28.013;9;9,0;1:22.583;82,583;;145,163;0,0;25.581;0,0;20.394;0,0;36.608;209,6;0.548
18;18 - ALLAM KHODAIR - Stock Car Pro;10:43:21.226;10;10,0;1:53.213;113,213;37.783;105,889;0,0;25.452;0,0;20.455;;;209,2;0.549
18;18 - ALLAM KHODAIR - Stock Car Pro;10:44:47.556;11;11,0;1:26.330;86,33;;138,863;;;0,0;20.615;0,0;36.543;;
18;18 - ALLAM KHODAIR - Stock Car Pro;10:46:10.273;12;12,0;1:22.717;82,717;;144,928;0,0;25.666;0,0;20.590;0,0;36.461;209,6;0.548
18;18 - ALLAM KHODAIR - Stock Car Pro;10:47:32.876;13;13,0;1:22.603;82,603;;145,128;0,0;25.552;0,0;20.528;0,0;36.523;209,2;0.549
18;18 - ALLAM KHODAIR - Stock Car Pro;10:48:56.644;14;14,0;1:23.768;83,768;;143,11;0,0;26.372;0,0;20.632;0,0;36.764;208,8;0.550
18;18 - ALLAM KHODAIR - Stock Car Pro;10:50:20.147;15;15,0;1:23.503;83,503;;143,564;0,0;25.636;0,0;20.641;0,0;37.226;210,3;0.546
18;18 - ALLAM KHODAIR - Stock Car Pro;10:51:43.466;16;16,0;1:23.319;83,319;;143,881;0,0;25.966;0,0;20.564;0,0;36.789;208,4;0.551
18;18 - ALLAM KHODAIR - Stock Car Pro;10:53:06.070;17;17,0;1:22.604;82,604;;145,126;0,0;25.577;0,0;20.513;0,0;36.514;210,3;0.546
18;18 - ALLAM KHODAIR - Stock Car Pro;10:54:28.952;18;18,0;1:22.882;82,882;;144,639;0,0;25.601;0,0;20.514;0,0;36.767;211,1;0.544
18;18 - ALLAM KHODAIR - Stock Car Pro;10:55:51.991;19;19,0;1:23.039;83,039;;144,366;0,0;25.683;0,0;20.624;0,0;36.732;211,1;0.544
18;18 - ALLAM KHODAIR - Stock Car Pro;10:57:14.599;20;20,0;1:22.608;82,608;;145,119;0,0;25.534;0,0;20.491;0,0;36.583;211,5;0.543
18;18 - ALLAM KHODAIR - Stock Car Pro;10:58:37.628;21;21,0;1:23.029;83,029;;144,383;0,0;25.654;0,0;20.516;0,0;36.859;211,5;0.543
18;18 - ALLAM KHODAIR - Stock Car Pro;11:00:00.499;22;22,0;1:22.871;82,871;;144,659;0,0;25.632;0,0;20.473;0,0;36.766;209,9;0.547
18;18 - ALLAM KHODAIR - Stock Car Pro;11:01:23.681;23;23,0;1:23.182;83,182;;144,118;0,0;25.648;0,0;20.634;0,0;36.900;210,3;0.546
51;51 - ATILA ABREU - Stock Car Pro;10:30:23.894;1;1,0;1:30.391;90,391;;132,624;0,0;29.760;0,0;22.349;0,0;38.282;173,7;0.661
51;51 - ATILA ABREU - Stock Car Pro;10:31:48.730;2;2,0;1:24.836;84,836;;141,308;0,0;26.284;0,0;21.500;0,0;37.052;208,0;0.552
51;51 - ATILA ABREU - Stock Car Pro;10:33:11.935;3;3,0;1:23.205;83,205;;144,078;0,0;25.849;0,0;20.772;0,0;36.584;210,7;0.545
51;51 - ATILA ABREU - Stock Car Pro;10:34:34.911;4;4,0;1:22.976;82,976;;144,476;0,0;25.718;0,0;20.700;0,0;36.558;211,5;0.543
51;51 - ATILA ABREU - Stock Car Pro;10:35:58.626;5;5,0;1:23.715;83,715;;143,2;0,0;25.722;0,0;20.727;0,0;37.266;211,9;0.542
51;51 - ATILA ABREU - Stock Car Pro;10:37:22.642;6;6,0;1:24.016;84,016;;142,687;0,0;26.771;0,0;20.777;0,0;36.468;207,3;0.554
51;51 - ATILA ABREU - Stock Car Pro;10:38:45.736;7;7,0;1:23.094;83,094;;144,27;0,0;25.683;0,0;20.812;0,0;36.599;211,5;0.543
51;51 - ATILA ABREU - Stock Car Pro;10:40:08.577;8;8,0;1:22.841;82,841;;144,711;0,0;25.626;0,0;20.730;0,0;36.485;211,1;0.544
